year,month,dom,hour,min,sec,kp,infi,algeo,apgeo,algsm,apgsm,algse,apgse,tag,rig,zen,azi
2018,5,4,18,0,0,1,2,-31.67,272.4,-47.23,8.996,-46.12,345.4,MTWA,2044,0,0
2018,5,4,18,0,0,1,2,0.7508,259.8,-15.86,351.5,-11.59,346.2,MTWA,2048,0,0
2018,5,4,18,0,0,1,1,-19.22,213.6,-31.66,299.6,-12.23,295.5,MTWA,2053,0,0
2018,5,4,18,0,0,1,1,-21.44,192.1,-28.68,276.4,-6.95,275.7,MTWA,2057,0,0
2018,5,4,18,0,0,1,1,-18.23,179.1,-22.02,264.6,-0.2619,265,MTWA,2061,0,0
2018,5,4,18,0,0,1,1,-13.21,170.7,-14.81,257.9,6.582,258.3,MTWA,2065,0,0
2018,5,4,18,0,0,1,1,-7.829,164.5,-7.906,253.7,13.07,253.4,MTWA,2070,0,0
2018,5,4,18,0,0,1,1,-2.755,159.6,-1.636,250.4,18.91,249.3,MTWA,2074,0,0
2018,5,4,18,0,0,1,1,1.871,155.3,4.025,247.6,24.11,245.4,MTWA,2078,0,0
2018,5,4,18,0,0,1,1,6.065,151.4,9.17,245.1,28.76,241.6,MTWA,2083,0,0
2018,5,4,18,0,0,1,1,9.687,147.7,13.69,242.5,32.72,237.8,MTWA,2087,0,0
2018,5,4,18,0,0,1,1,12.79,144.2,17.64,240,36.05,233.9,MTWA,2091,0,0
2018,5,4,18,0,0,1,1,15.51,140.8,21.19,237.5,38.91,229.9,MTWA,2095,0,0
2018,5,4,18,0,0,1,1,17.84,137.5,24.33,234.9,41.3,225.8,MTWA,2100,0,0
2018,5,4,18,0,0,1,1,19.81,134.3,27.06,232.3,43.21,221.7,MTWA,2104,0,0
2018,5,4,18,0,0,1,1,21.42,131.2,29.42,229.7,44.69,217.6,MTWA,2108,0,0
2018,5,4,18,0,0,1,1,22.84,128.2,31.56,227.1,45.89,213.5,MTWA,2112,0,0
2018,5,4,18,0,0,1,1,23.94,125.3,33.35,224.4,46.7,209.5,MTWA,2117,0,0
